Gene symbol	Entrez ID	Aliases	Full name
LDHA	3939	GSD11, LDH1, LDHM	lactate dehydrogenase A
LDHC	3948	CT32, LDH3, LDHX	lactate dehydrogenase C
LDLR	3949	FH, FHC, LDLCQ2	low density lipoprotein receptor
LECT1	11061	BRICD3, CHM-I, CHM1, MYETS1	leukocyte cell derived chemotaxin 1
LEF1	51176	LEF-1, TCF10, TCF1ALPHA, TCF7L3	lymphoid enhancer-binding factor 1
LEFTY1	10637	LEFTB, LEFTYB	left-right determination factor 1
LEP	3952	LEPD, OB, OBS	leptin
LGALS1	3956	GAL1, GBP	lectin, galactoside-binding, soluble, 1
LGALS3	3958	CBP35, GAL3, GALBP, GALIG, L31, LGALS2, MAC2	lectin, galactoside-binding, soluble, 3
LGALS3BP	3959	90K, BTBD17B, MAC-2-BP, TANGO10B	lectin, galactoside-binding, soluble, 3 binding protein
LGALS4	3960	GAL4, L36LBP	lectin, galactoside-binding, soluble, 4
LGALS9	3965	HUAT, LGALS9A	lectin, galactoside-binding, soluble, 9
LGR5	8549	FEX, GPR49, GPR67, GRP49, HG38	leucine-rich repeat containing G protein-coupled receptor 5
LHB	3972	CGB4, LSH-B, hLHB	luteinizing hormone beta polypeptide
LHCGR	3973	HHG, LCGR, LGR2, LH/CG-R, LH/CGR, LHR, LHRHR, LSH-R, ULG5	luteinizing hormone/choriogonadotropin receptor
LHX2	9355	LH2, hLhx2	LIM homeobox 2
LHX3	8022	CPHD3, LIM3, M2-LHX3	LIM homeobox 3
LHX4	89884	CPHD4	LIM homeobox 4
LHX6	26468	LHX6.1	LIM homeobox 6
LIF	3976	CDF, DIA, HILDA, MLPLI	leukemia inhibitory factor
LILRB1	10859	CD85, CD85J, ILT-2, ILT2, LIR-1, LIR1, MIR-7, MIR7	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1
LILRB2	10288	CD85D, ILT4, LILRA6, LIR-2, LIR2, MIR-10, MIR10	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2
LILRB4	11006	CD85K, HM18, ILT3, LILRB5, LIR-5, LIR5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4
LIN28A	79727	CSDD1, LIN-28, LIN28, ZCCHC1, lin-28A	lin-28 homolog A (C. elegans)
LIN28B	389421	CSDD2	lin-28 homolog B (C. elegans)
LIN54	132660	CXCDC1, JC8.6, MIP120	lin-54 homolog (C. elegans)
LIPC	3990	HDLCQ12, HL, HTGL, LIPH	lipase, hepatic
LIPE	3991	HSL, LHS	lipase, hormone-sensitive
LITAF	9516	PIG7, SIMPLE, TP53I7	lipopolysaccharide-induced TNF factor
LMO1	4004	RBTN1, RHOM1, TTG1	LIM domain only 1 (rhombotin 1)
LMO2	4005	RBTN2, RBTNL1, RHOM2, TTG2	LIM domain only 2 (rhombotin-like 1)
LMO3	55885	RBTN3, RBTNL2, RHOM3, Rhom-3	LIM domain only 3 (rhombotin-like 2)
LMO7	4008	FBX20, FBXO20, LOMP	LIM domain 7
LMTK2	22853	AATYK2, BREK, KPI-2, KPI2, LMR2, cprk	lemur tyrosine kinase 2
LMX1B	4010	LMX1.2, NPS1	LIM homeobox transcription factor 1, beta
LNPEP	4012	CAP, IRAP, P-LAP, PLAP	leucyl/cystinyl aminopeptidase
LOXL2	4017	LOR2, WS9-14	lysyl oxidase-like 2
LOXL4	84171	LOXC	lysyl oxidase-like 4
LPAR2	9170	EDG-4, EDG4, LPA-2, LPA2	lysophosphatidic acid receptor 2
LPIN1	23175	PAP1	lipin 1
LPL	4023	HDLCQ11, LIPD	lipoprotein lipase
LRBA	987	BGL, CDC4L, CVID8, LAB300, LBA	LPS-responsive vesicle trafficking, beach and anchor containing
LRIG2	9860	LIG-2, LIG2, UFS2	leucine-rich repeats and immunoglobulin-like domains 2
LRP1	4035	A2MR, APOER, APR, CD91, IGFBP3R, LRP, LRP1A, TGFBR5	low density lipoprotein receptor-related protein 1
LRP5	4041	BMND1, EVR1, EVR4, HBM, LR3, LRP7, OPPG, OPS, OPTA1, VBCH2	low density lipoprotein receptor-related protein 5
LRP8	7804	APOER2, HSZ75190, LRP-8, MCI1	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
LRRFIP1	9208	FLAP-1, FLAP1, FLIIAP1, GCF-2, GCF2, HUFI-1, TRIP	leucine rich repeat (in FLII) interacting protein 1
LRRN3	54674	FIGLER5, NLRR-3, NLRR3	leucine rich repeat neuronal 3
LSP1	4046	WP34, pp52	lymphocyte-specific protein 1
LSS	4047	OSC	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
LTA	4049	LT, TNFB, TNFSF1	lymphotoxin alpha (TNF superfamily, member 1)
LTB	4050	TNFC, TNFSF3, p33	lymphotoxin beta (TNF superfamily, member 3)
LTBP4	8425	ARCL1C, LTBP-4, LTBP4L, LTBP4S	latent transforming growth factor beta binding protein 4
LTBR	4055	CD18, D12S370, LT-BETA-R, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFR3, TNFRSF3	lymphotoxin beta receptor (TNFR superfamily, member 3)
LTF	4057	GIG12, HLF2, LF	lactotransferrin
LXN	56925	ECI, TCI	latexin
LY96	23643	ESOP-1, MD-2, MD2, ly-96	lymphocyte antigen 96
LYL1	4066	bHLHa18	lymphoblastic leukemia derived sequence 1
LYZ	4069	LZM	lysozyme
MACC1	346389	7A5, SH3BP4L	metastasis associated in colon cancer 1
MACROD1	28992	LRP16	MACRO domain containing 1
MAD1L1	8379	MAD1, PIG9, TP53I9, TXBP181	MAD1 mitotic arrest deficient-like 1 (yeast)
MAD2L1	4085	HSMAD2, MAD2	MAD2 mitotic arrest deficient-like 1 (yeast)
MADCAM1	8174	MACAM1	mucosal vascular addressin cell adhesion molecule 1
MAF	4094	CCA4, c-MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)
MAFA	389692	RIPE3b1, hMafA	v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian)
MAFB	9935	KRML, MCTO	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)
MAFF	23764	U-MAF, hMafF, MafF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
MAFG	4097	hMAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)
MAFK	7975	NFE2U, P18, MafK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)
MAML1	9794	Mam-1, Mam1	mastermind-like 1 (Drosophila)
MAOA	4128	MAO-A	monoamine oxidase A
MAP1A	4130	MAP1L, MTAP1A	microtubule-associated protein 1A
MAP1LC3A	84557	ATG8E, LC3, LC3A, MAP1ALC3, MAP1BLC3	microtubule-associated protein 1 light chain 3 alpha
MAP1LC3B	81631	ATG8F, LC3B, MAP1A/1BLC3, MAP1LC3B-a	microtubule-associated protein 1 light chain 3 beta
MAP2	4133	MAP2A, MAP2B, MAP2C	microtubule-associated protein 2
MAP2K4	6416	JNKK, JNKK1, MAPKK4, MEK4, MKK4, PRKMK4, SAPKK-1, SAPKK1, SEK1, SERK1	mitogen-activated protein kinase kinase 4
MAP3K1	4214	MAPKKK1, MEKK, MEKK 1, MEKK1, SRXY6	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase
MAP3K14	9020	FTDCR1B, HS, HSNIK, NIK	mitogen-activated protein kinase kinase kinase 14
MAP3K5	4217	ASK1, MAPKKK5, MEKK5	mitogen-activated protein kinase kinase kinase 5
MAPK1	5594	ERK, ERK2, ERT1, MAPK2, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk	mitogen-activated protein kinase 1
MAPK14	1432	CSBP, CSBP1, CSBP2, CSPB1, EXIP, Mxi2, PRKM14, PRKM15, RK, SAPK2A, p38, p38ALPHA	mitogen-activated protein kinase 14
MAPK3	5595	ERK-1, ERK1, ERT2, HS44KDAP, HUMKER1A, P44ERK1, P44MAPK, PRKM3, p44-ERK1, p44-MAPK	mitogen-activated protein kinase 3
MAPK7	5598	BMK1, ERK4, ERK5, PRKM7	mitogen-activated protein kinase 7
MAPK8	5599	JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c	mitogen-activated protein kinase 8
MAPKAPK3	7867	3PK, MAPKAP-K3, MAPKAP3, MAPKAPK-3, MK-3	mitogen-activated protein kinase-activated protein kinase 3
MAT2A	4144	MATA2, MATII, SAMS2	methionine adenosyltransferase II, alpha
MAT2B	27430	MAT-II, MATIIbeta, Nbla02999, SDR23E1, TGR	methionine adenosyltransferase II, beta
MATN1	4146	CMP, CRTM	matrilin 1, cartilage matrix protein
MAVS	57506	CARDIF, IPS-1, IPS1, VISA	mitochondrial antiviral signaling protein
MAX	4149	bHLHd4, Max	MYC associated factor X
MAZ	4150	PUR1, Pur-1, SAF-1, SAF-2, SAF-3, ZF87, ZNF801, Zif87	MYC-associated zinc finger protein (purine-binding transcription factor)
MBD1	4152	CXXC3, PCM1, RFT	methyl-CpG binding domain protein 1
MBD2	8932	DMTase, NY-CO-41	methyl-CpG binding domain protein 2
MC1R	4157	CMM5, MSH-R, SHEP2	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)
MC2R	4158	ACTHR	melanocortin 2 receptor (adrenocorticotropic hormone)
MCAM	4162	CD146, MUC18	melanoma cell adhesion molecule
MCAT	27349	FASN2C, MCT, MT, NET62, fabD	malonyl CoA:ACP acyltransferase (mitochondrial)
MCL1	4170	BCL2L3, EAT, MCL1-ES, MCL1L, MCL1S, Mcl-1, TM, bcl2-L-3, mcl1/EAT	myeloid cell leukemia sequence 1 (BCL2-related)
MCM10	55388	CNA43, DNA43	minichromosome maintenance complex component 10
MCM2	4171	BM28, CCNL1, CDCL1, D3S3194, MITOTIN, cdc19	minichromosome maintenance complex component 2
MCM3	4172	HCC5, P1-MCM3, P1.h, RLFB	minichromosome maintenance complex component 3
MCM4	4173	CDC21, CDC54, NKCD, NKGCD, P1-CDC21, hCdc21	minichromosome maintenance complex component 4
MCM5	4174	CDC46, P1-CDC46	minichromosome maintenance complex component 5
MCM6	4175	MCG40308, Mis5, P105MCM	minichromosome maintenance complex component 6
MCM7	4176	CDC47, MCM2, P1.1-MCM3, P1CDC47, P85MCM, PNAS146	minichromosome maintenance complex component 7
MCM8	84515	C20orf154, REC, dJ967N21.5	minichromosome maintenance complex component 8
MCPH1	79648	BRIT1, MCT	microcephalin 1
MCTS1	28985	MCT-1, MCT1	malignant T cell amplified sequence 1
MDC1	9656	NFBD1	mediator of DNA-damage checkpoint 1
MDK	4192	ARAP, MK, NEGF2	midkine (neurite growth-promoting factor 2)
MDM2	4193	ACTFS, HDMX, hdm2	MDM2 oncogene, E3 ubiquitin protein ligase
MDM4	4194	HDMX, MDMX, MRP1	Mdm4 p53 binding protein homolog (mouse)
ME1	4199	HUMNDME, MES	malic enzyme 1, NADP(+)-dependent, cytosolic
MEAF6	64769	C1orf149, CENP-28, EAF6, NY-SAR-91	MYST/Esa1-associated factor 6
MECOM	2122	AML1-EVI-1, EVI1, MDS1, MDS1-EVI1, PRDM3	MDS1 and EVI1 complex locus
MECP2	4204	AUTSX3, MRX16, MRX79, MRXS13, MRXSL, PPMX, RS, RTS, RTT	methyl CpG binding protein 2 (Rett syndrome)
MED1	5469	CRSP1, CRSP200, DRIP205, DRIP230, PBP, PPARBP, PPARGBP, RB18A, TRAP220, TRIP2	mediator complex subunit 1
MED15	51586	ARC105, CAG7A, CTG7A, PCQAP, TIG-1, TIG1, TNRC7	mediator complex subunit 15
MED23	9439	ARC130, CRSP130, CRSP133, CRSP3, DRIP130, MRT18, SUR-2, SUR2	mediator complex subunit 23
MEF2A	4205	ADCAD1, RSRFC4, RSRFC9, mef2	myocyte enhancer factor 2A
MEF2B	100271849	RSRFR2	myocyte enhancer factor 2B
MEF2C	4208	C5DELq14.3, DEL5q14.3	myocyte enhancer factor 2C
MEFV	4210	FMF, MEF, TRIM20	Mediterranean fever
MEIS2	4212	HsT18361, MRG1	Meis homeobox 2
MEN1	4221	MEAI, SCG2	multiple endocrine neoplasia I
MEOX2	4223	GAX, MOX2	mesenchyme homeobox 2
MEP1A	4224	PPHA	meprin A, alpha (PABA peptide hydrolase)
MET	4233	AUTS9, HGFR, RCCP2, c-Met	met proto-oncogene (hepatocyte growth factor receptor)
METAP2	10988	MAP2, MNPEP, p67, p67eIF2	methionyl aminopeptidase 2
MFI2	4241	CD228, MAP97, MTF1	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
MFN2	9927	CMT2A, CMT2A2, CPRP1, HSG, MARF	mitofusin 2
MFSD2A	84879	MFSD2	major facilitator superfamily domain containing 2A
MGAT5	4249	GNT-V, GNT-VA	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
MGAT5B	146664	GnT-IX, GnT-VB	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B
MGP	4256	MGLAP, NTI	matrix Gla protein
MGST1	4257	GST12, MGST, MGST-I	microsomal glutathione S-transferase 1
MIA	8190	CD-RAP	melanoma inhibitory activity
MICA	100507436	MIC-A, PERB11.1	MHC class I polypeptide-related sequence A
MICB	4277	PERB11.2	MHC class I polypeptide-related sequence B
MID1	4281	BBBG1, FXY, GBBB1, MIDIN, OGS1, OS, OSX, RNF59, TRIM18, XPRF, ZNFXY	midline 1 (Opitz/BBB syndrome)
MIF	4282	GIF, GLIF, MMIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
MIP	4284	AQP0, LIM1, MIP26, MP26	major intrinsic protein of lens fiber
MITF	4286	CMM8, MI, WS2, WS2A, bHLHe32	microphthalmia-associated transcription factor
MKI67	4288	KIA	antigen identified by monoclonal antibody Ki-67
MKL1	57591	BSAC, MAL, MRTF-A	megakaryoblastic leukemia (translocation) 1
MKNK2	2872	GPRK7, MNK2	MAP kinase interacting serine/threonine kinase 2
MLANA	2315	MART-1, MART1	melan-A
MLH1	4292	COCA2, FCC2, HNPCC, HNPCC2, hMLH1	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)
MLL2	8085	AAD10, ALR, CAGL114, KABUK1, KMS, KMT2D, MLL4, TNRC21	myeloid/lymphoid or mixed-lineage leukemia 2
MLL3	58508	HALR, KMT2C	myeloid/lymphoid or mixed-lineage leukemia 3
MLL4	9757	HRX2, KMT2B, MLL2, TRX2, WBP7	myeloid/lymphoid or mixed-lineage leukemia 4
MLLT10	8028	AF10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila) translocated to, 10
MLLT3	4300	AF9, YEATS3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila) translocated to, 3
MLX	6945	MAD7, MXD7, TCFL4, bHLHd13	MLX, MAX dimerization protein
MLXIPL	51085	CHREBP, MIO, MONDOB, WBSCR14, WS-bHLH, bHLHd14	MLX interacting protein-like
MLYCD	23417	MCD	malonyl-CoA decarboxylase
MMACHC	25974	RP11-291L19.3, cblC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria
MME	4311	CALLA, CD10, NEP, SFE	membrane metallo-endopeptidase
MMP1	4312	CLG, CLGN	matrix metallopeptidase 1 (interstitial collagenase)
MMP10	4319	SL-2, STMY2	matrix metallopeptidase 10 (stromelysin 2)
MMP11	4320	SL-3, ST3, STMY3	matrix metallopeptidase 11 (stromelysin 3)
MMP12	4321	HME, ME, MME, MMP-12	matrix metallopeptidase 12 (macrophage elastase)
MMP13	4322	CLG3, MANDP1	matrix metallopeptidase 13 (collagenase 3)
MMP14	4323	1, MMP-14, MMP-X1, MT-MMP, MT-MMP 1, MT1-MMP, MT1MMP, MTMMP1	matrix metallopeptidase 14 (membrane-inserted)
MMP17	4326	MT4-MMP	matrix metallopeptidase 17 (membrane-inserted)
MMP2	4313	CLG4, CLG4A, MMP-II, MONA, TBE-1	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)
MMP20	9313	AI2A2, MMP-20	matrix metallopeptidase 20
MMP28	79148	EPILYSIN, MM28, MMP-28, MMP25	matrix metallopeptidase 28
MMP3	4314	CHDS6, MMP-3, SL-1, STMY, STMY1, STR1	matrix metallopeptidase 3 (stromelysin 1, progelatinase)
MMP7	4316	MMP-7, MPSL1, PUMP-1	matrix metallopeptidase 7 (matrilysin, uterine)
MMP9	4318	CLG4B, GELB, MANDP2, MMP-9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)
MMRN1	22915	ECM, EMILIN4, GPIa*, MMRN	multimerin 1
MNAT1	4331	CAP35, MAT1, RNF66, TFB3	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)
MNDA	4332	PYHIN3	myeloid cell nuclear differentiation antigen
MPG	4350	AAG, ADPG, APNG, CRA36.1, MDG, Mid1, PIG11, PIG16, anpg	N-methylpurine-DNA glycosylase
MPL	4352	C-MPL, CD110, MPLV, THCYT2, TPOR	myeloproliferative leukemia virus oncogene
MPZ	4359	CHM, CMT1, CMT1B, CMT2I, CMT2J, CMT4E, CMTDI3, CMTDID, DSS, HMSNIB, MPP, P0	myelin protein zero
MRVI1	10335	IRAG, JAW1L	murine retrovirus integration site 1 homolog
MS4A1	931	B1, Bp35, CD20, CVID5, LEU-16, MS4A2, S7	membrane-spanning 4-domains, subfamily A, member 1
MS4A2	2206	APY, ATOPY, FCER1B, FCERI, IGEL, IGER, IGHER, MS4A1	membrane-spanning 4-domains, subfamily A, member 2
MSC	9242	ABF-1, ABF1, MYOR, bHLHa22	musculin
MSH2	4436	COCA1, FCC1, HNPCC, HNPCC1, LCFS2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)
MSH6	2956	GTBP, HNPCC5, HSAP	mutS homolog 6 (E. coli)
MSL1	339287	MSL-1, hMSL1	male-specific lethal 1 homolog (Drosophila)
MSLN	10232	MPF, SMRP	mesothelin
MSMB	4477	HPC13, IGBF, MSP, MSPB, PN44, PRPS, PSP, PSP-94, PSP57, PSP94	microseminoprotein, beta-
MSR1	4481	CD204, SCARA1, SR-A, SRA, phSR1, phSR2	macrophage scavenger receptor 1
MST1	4485	D3F15S2, DNF15S2, HGFL, MSP, NF15S2	macrophage stimulating 1 (hepatocyte growth factor-like)
MSX1	4487	ECTD3, HOX7, HYD1, STHAG1	msh homeobox 1
MSX2	4488	CRS2, FPP, HOX8, MSH, PFM, PFM1	msh homeobox 2
MT1E	4493	MT1, MTD	metallothionein 1E
MT1F	4494	MT1	metallothionein 1F
MT1G	4495	MT1, MT1K	metallothionein 1G
MT2A	4502	MT2	metallothionein 2A
MTA2	9219	MTA1L1, PID	metastasis associated 1 family, member 2
MTDH	92140	3D3, AEG-1, AEG1, LYRIC, LYRIC/3D3	metadherin
MTF1	4520	MTF-1, ZRF	metal-regulatory transcription factor 1
MTF2	22823	M96, PCL2, RP5-976O13.1, TDRD19A, dJ976O13.2	metal response element binding transcription factor 2
MTTP	4547	ABL, MTP	microsomal triglyceride transfer protein
MUC1	4582	CA 15-3, CD227, EMA, H23AG, KL-6, MAM6, MUC-1, MUC-1/SEC, MUC-1/X, MUC1/ZD, PEM, PEMT, PUM	mucin 1, cell surface associated
MUC17	140453	MUC3	mucin 17, cell surface associated
MUC2	4583	MLP, MUC-2, SMUC	mucin 2, oligomeric mucus/gel-forming
MUC3A	4584	MUC-3A, MUC3	mucin 3A, cell surface associated
MUC4	4585	ASGP, HSA276359, MUC-4	mucin 4, cell surface associated
MUC5AC	4586	MUC5, TBM, leB	mucin 5AC, oligomeric mucus/gel-forming
MUC5B	727897	MG1, MUC-5B, MUC5, MUC9	mucin 5B, oligomeric mucus/gel-forming
MUC6	4588	MUC-6	mucin 6, oligomeric mucus/gel-forming
MVP	9961	LRP, VAULT1	major vault protein
MX1	4599	IFI-78K, IFI78, MX, MxA	myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)
MXD1	4084	BHLHC58, MAD, MAD1	MAX dimerization protein 1
MXD4	10608	MAD4, MST149, MSTP149, bHLHc12	MAX dimerization protein 4
MXI1	4601	MAD2, MXD2, MXI, bHLHc11, Mxi1	MAX interactor 1, dimerization protein
MYB	4602	Cmyb, c-myb, c-myb_CDS, efg, Myb	v-myb myeloblastosis viral oncogene homolog (avian)
MYBBP1A	10514	P160, PAP2	MYB binding protein (P160) 1a
MYBL1	4603	A-MYB, AMYB	v-myb myeloblastosis viral oncogene homolog (avian)-like 1
MYBL2	4605	B-MYB, BMYB	v-myb myeloblastosis viral oncogene homolog (avian)-like 2
MYC	4609	MRTL, bHLHe39, c-Myc, c-Myc	v-myc myelocytomatosis viral oncogene homolog (avian)
MYCBP	26292	AMY-1	c-myc binding protein
MYCL	4610	LMYC, MYCL, bHLHe38	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)
MYCN	4613	MODED, N-myc, NMYC, ODED, bHLHe37	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)
MYD88	4615	MYD88D	myeloid differentiation primary response 88
MYEF2	50804	HsT18564, MEF-2, MST156, MSTP156	myelin expression factor 2
MYF5	4617	bHLHc2	myogenic factor 5
MYF6	4618	CNM3, MRF4, bHLHc4, myf-6	myogenic factor 6 (herculin)
MYH10	4628	NMMHC-IIB, NMMHCB	myosin, heavy chain 10, non-muscle
MYH11	4629	AAT4, FAA4, SMHC, SMMHC	myosin, heavy chain 11, smooth muscle
MYH6	4624	ASD3, CMD1EE, CMH14, MYHC, MYHCA, SSS3, alpha-MHC	myosin, heavy chain 6, cardiac muscle, alpha
MYH9	4627	BDPLT6, DFNA17, EPSTS, FTNS, MHA, NMHC-II-A, NMMHC-IIA, NMMHCA	myosin, heavy chain 9, non-muscle
MYL2	4633	CMH10, MLC2	myosin, light chain 2, regulatory, cardiac, slow
MYL7	58498	MYL2A, MYLC2A	myosin, light chain 7, regulatory
MYL9	10398	LC20, MLC-2C, MLC2, MRLC1, MYRL2	myosin, light chain 9, regulatory
MYOCD	93649	MYCD	myocardin
MYOD1	4654	MYF3, MYOD, PUM, bHLHc1	myogenic differentiation 1
MYOG	4656	MYF4, bHLHc3, myf-4	myogenin (myogenic factor 4)
MZF1	7593	MZF-1, MZF1B, ZFP98, ZNF42, ZSCAN6	myeloid zinc finger 1
NAB2	4665	MADER	NGFI-A binding protein 2 (EGR1 binding protein 2)
NAIP	4671	BIRC1, NLRB1, psiNAIP	NLR family, apoptosis inhibitory protein
NAMPT	10135	1110035O14Rik, PBEF, PBEF1, VF, VISFATIN	nicotinamide phosphoribosyltransferase
NAT1	9	AAC1, MNAT, NAT-1, NATI	N-acetyltransferase 1 (arylamine N-acetyltransferase)
NBN	4683	AT-V1, AT-V2, ATV, NBS, NBS1, P95	nibrin
NCAM1	4684	CD56, MSK39, NCAM	neural cell adhesion molecule 1
NCBP1	4686	CBP80, NCBP, Sto1	nuclear cap binding protein subunit 1, 80kDa
NCF1	653361	NCF1A, NOXO2, SH3PXD1A, p47phox	neutrophil cytosolic factor 1
NCF2	4688	NCF-2, NOXA2, P67-PHOX, P67PHOX	neutrophil cytosolic factor 2
NCL	4691	C23	nucleolin
NCOA1	8648	F-SRC-1, KAT13A, RIP160, SRC1, bHLHe42, bHLHe74	nuclear receptor coactivator 1
NCOA2	10499	GRIP1, KAT13C, NCoA-2, SRC2, TIF2, bHLHe75	nuclear receptor coactivator 2
NCOA3	8202	ACTR, AIB-1, AIB1, CAGH16, CTG26, KAT13B, RAC3, SRC-3, SRC3, TNRC14, TNRC16, TRAM-1, bHLHe42, pCIP	nuclear receptor coactivator 3
NCOA4	8031	ARA70, ELE1, PTC3, RFG	nuclear receptor coactivator 4
NCOA6	23054	AIB3, ASC2, NRC, PRIP, RAP250, TRBP	nuclear receptor coactivator 6
NCOR1	9611	N-CoR, N-CoR1, TRAC1, hN-CoR	nuclear receptor corepressor 1
NCOR2	9612	CTG26, N-CoR2, SMAP270, SMRT, SMRTE, SMRTE-tau, TNRC14, TRAC, TRAC-1, TRAC1	nuclear receptor corepressor 2
NDC80	10403	HEC, HEC1, HsHec1, KNTC2, TID3, hsNDC80	NDC80 kinetochore complex component
NDRG1	10397	CAP43, CMT4D, DRG-1, DRG1, GC4, HMSNL, NDR1, NMSL, PROXY1, RIT42, RTP, TARG1, TDD5	N-myc downstream regulated 1
NDRG2	57447	SYLD	NDRG family member 2
NDUFA13	51079	B16.6, CDA016, GRIM-19, GRIM19	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13
NDUFV1	4723	CI-51K, CI51KD, UQOR1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa
NDUFV2	4729	CI-24k	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa
NEDD4	4734	NEDD4-1, RPF1	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase
NEDD4L	23327	NEDD4-2, NEDD4.2, RSP5, hNEDD4-2	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
NEFL	4747	CMT1F, CMT2E, NF-L, NF68, NFL	neurofilament, light polypeptide
NEIL1	79661	FPG1, NEI1, hFPG1	nei endonuclease VIII-like 1 (E. coli)
NELFB	25920	COBRA1, NELF-B	negative elongation factor complex member B
NELFCD	51497	NELF-C, NELF-D, TH1, TH1L	negative elongation factor complex member C/D
NELL2	4753	NRP2	NEL-like 2 (chicken)
NETO2	81831	BTCL2, NEOT2	neuropilin (NRP) and tolloid (TLL)-like 2
NEUROD1	4760	BETA2, BHF-1, MODY6, NEUROD, bHLHa3	neuronal differentiation 1
NEUROD4	58158	ATH-3, ATH3, Atoh3, MATH-3, bHLHa4	neuronal differentiation 4
NEUROG1	4762	AKA, Math4C, NEUROD3, bHLHa6, ngn1	neurogenin 1
NEUROG2	63973	Atoh4, Math4A, NGN2, bHLHa8, ngn-2	neurogenin 2
NEUROG3	50674	Atoh5, Math4B, NGN-3, bHLHa7, ngn3	neurogenin 3
NF1	4763	NFNS, VRNF, WSS	neurofibromin 1
NFAT5	10725	NF-AT5, NFATL1, NFATZ, OREBP, TONEBP	nuclear factor of activated T-cells 5, tonicity-responsive
NFATC1	4772	NF-ATC, NFAT2, NFATc	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
NFATC2	4773	NFAT1, NFATP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
NFATC3	4775	NFAT4, NFATX	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
NFATC4	4776	NF-ATc4, NFAT3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4
NFE2	4778	NF-E2, p45	nuclear factor (erythroid-derived 2), 45kDa
NFE2L1	4779	LCR-F1, NRF1, TCF11	nuclear factor (erythroid-derived 2)-like 1
NFE2L2	4780	NRF2	nuclear factor (erythroid-derived 2)-like 2
NFIA	4774	CTF, NF-I/A, NF1-A, NFI-A, NFI-L, Nfia	nuclear factor I/A
NFIB	4781	CTF, HMGIC/NFIB, NF-I/B, NF1-B, NFI-B, NFI-RED, NFIB2, NFIB3	nuclear factor I/B
NFIC	4782	CTF, CTF5, NF-I, NFI	nuclear factor I/C (CCAAT-binding transcription factor)
NFIL3	4783	E4BP4, IL3BP1, NF-IL3A, NFIL3A	nuclear factor, interleukin 3 regulated
NFIX	4784	MRSHSS, NF1A, SOTOS2	nuclear factor I/X (CCAAT-binding transcription factor)
NFKB1	4790	EBP-1, KBF1, NF-kB1, NF-kappa-B, NF-kappaB, NFKB-p105, NFKB-p50, NFkappaB, p105, p50, Nfkb1, NFKB	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1
